budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
6000000.0,Richmond Light Horse Productions,Switzerland,Ian Sharp,Action,2666873.0,The Final Option,R,1983-06-16,125.0,6.4,Lewis Collins,3000.0,George Markstein,1982
6000000.0,United Artists,United Kingdom,Blake Edwards,Comedy,9056073.0,Trail of the Pink Panther,PG,1982-12-17,96.0,5.0,Peter Sellers,9800.0,Blake Edwards,1982
22000000.0,Efer Productions,United States,Tony Richardson,Crime,6118683.0,The Border,R,1982-02-12,108.0,6.4,Jack Nicholson,6100.0,Deric Washburn,1982
15000000.0,Warner Bros.,United States,Norman Jewison,Comedy,36821203.0,Best Friends,PG,1982-12-17,116.0,5.5,Burt Reynolds,2700.0,Valerie Curtin,1982
12000000.0,Metro-Goldwyn-Mayer (MGM),United States,Alan Parker,Drama,9217530.0,Shoot the Moon,R,1982-02-19,124.0,6.9,Albert Finney,2500.0,Bo Goldman,1982
17000000.0,Lorimar Productions,United States,Hal Ashby,Comedy,946461.0,Lookin' to Get Out,R,1983-06-30,105.0,5.1,Jon Voight,684.0,Al Schwartz,1982
11000000.0,Incorporated Television Company (ITC),United States,Fred Schepisi,Western,1736123.0,Barbarosa,PG,1982-02-19,90.0,6.4,Willie Nelson,1500.0,William D. Wittliff,1982
4000000.0,James Glickenhaus,United States,James Glickenhaus,Action,6328816.0,The Soldier,R,1982-08-27,96.0,5.3,Ken Wahl,1100.0,James Glickenhaus,1982
10000000.0,Columbia Pictures,United States,Richard Brooks,Comedy,3583513.0,Wrong Is Right,R,1982-05-14,117.0,5.7,Sean Connery,1800.0,Charles McCarry,1982
5000000.0,Paramount Pictures,United States,Jerry Belson,Sci-Fi,3792188.0,Jekyll and Hyde... Together Again,R,1982-10-01,87.0,6.2,Mark Blankfield,1100.0,Monica Mcgowan Johnson,1982
5000000.0,Metro-Goldwyn-Mayer (MGM),United States,James Fargo,Action,6660333.0,Forced Vengeance,R,1982-07-30,90.0,5.6,Chuck Norris,2900.0,Franklin Thompson,1982
10000000.0,Walt Disney Productions,United Kingdom,Delbert Mann,Drama,8000000.0,Night Crossing,PG,1982-02-05,107.0,6.5,John Hurt,1300.0,John McGreevey,1982
7000000.0,C & C Brown Production,United States,Thomas K. Avildsen,Action,21134374.0,Things Are Tough All Over,R,1982-08-04,90.0,6.0,Toni Attell,3100.0,Cheech Marin,1982
13400000.0,Herb Jaffe,United States,Don Siegel,Comedy,2869638.0,Jinxed!,R,1982-10-22,103.0,4.7,Bette Midler,984.0,Frank D. Gilroy,1982
15000000.0,Cable and Wireless Finance,United States,Fred Zinnemann,Drama,199078.0,Five Days One Summer,PG,-1982-,108.0,6.1,Sean Connery,1000.0,Michael Austin,1982
6000000.0,Paramount Pictures,United States,James Burrows,Comedy,6062898.0,Partners,R,1982-04-30,93.0,5.3,Ryan O'Neal,1200.0,Francis Veber,1982
19000000.0,Metro-Goldwyn-Mayer (MGM),United States,Franklin J. Schaffner,Comedy,2279543.0,"Yes, Giorgio",PG,1982-06-24,110.0,3.9,Luciano Pavarotti,653.0,Anne Piper,1982
25000000.0,Universal Pictures,United States,Brian De Palma,Crime,65884703.0,Scarface,R,1983-12-09,170.0,8.3,Al Pacino,766000.0,Oliver Stone,1983
10000000.0,Zoetrope Studios,United States,Francis Ford Coppola,Crime,25697647.0,The Outsiders,PG,1983-03-25,91.0,7.1,C. Thomas Howell,78000.0,Kathleen Rowell,1983
32500000.0,Lucasfilm,United States,Richard Marquand,Action,475106177.0,Star Wars: Episode VI - Return of the Jedi,PG,1983-05-25,131.0,8.3,Mark Hamill,973000.0,Lawrence Kasdan,1983
6200000.0,The Geffen Company,United States,Paul Brickman,Comedy,63541777.0,Risky Business,R,1983-08-05,99.0,6.8,Tom Cruise,83000.0,Paul Brickman,1983
15000000.0,National Lampoon,United States,Harold Ramis,Adventure,61399552.0,National Lampoon's Vacation,R,1983-07-29,98.0,7.4,Chevy Chase,100000.0,John Hughes,1983
15000000.0,Cinema Group Ventures,United States,John Landis,Comedy,90404800.0,Trading Places,R,1983-06-08,116.0,7.5,Eddie Murphy,141000.0,Timothy Harris,1983
39000000.0,Dovemead Films,France,Richard Lester,Action,59950623.0,Superman III,PG,1983-06-17,125.0,5.0,Christopher Reeve,66000.0,Jerry Siegel,1983
8000000.0,Columbia Pictures,United States,Lawrence Kasdan,Comedy,56399659.0,The Big Chill,R,1983-06-30,105.0,7.2,Tom Berenger,34000.0,Lawrence Kasdan,1983
22000000.0,Paramount Pictures,United States,Sylvester Stallone,Drama,64892670.0,Staying Alive,PG,1983-07-15,93.0,4.7,John Travolta,15000.0,Nik Cohn,1983
20500000.0,Universal Pictures,United States,Joe Alves,Adventure,87987055.0,Jaws 3-D,PG,1983-07-22,99.0,3.7,Dennis Quaid,41000.0,Peter Benchley,1983
9700000.0,Columbia Pictures,United States,John Carpenter,Horror,21017849.0,Christine,R,1983-12-09,110.0,6.7,Keith Gordon,75000.0,Stephen King,1983
4000000.0,Paramount Pictures,United States,Adrian Lyne,Drama,92921203.0,Flashdance,R,1983-04-15,95.0,6.2,Jennifer Beals,50000.0,Thomas Hedley Jr.,1983
12000000.0,United Artists,United States,John Badham,Action,79567667.0,WarGames,PG,1983-06-03,114.0,7.1,Matthew Broderick,93000.0,Lawrence Lasker,1983
27000000.0,The Ladd Company,United States,Philip Kaufman,Adventure,21192315.0,The Right Stuff,PG,1984-02-17,193.0,7.8,Sam Shepard,57000.0,Philip Kaufman,1983
47000000.0,Columbia Pictures,United Kingdom,Peter Yates,Action,16916617.0,Krull,PG,1983-07-29,121.0,6.1,Ken Marshall,31000.0,Stanford Sherman,1983
10000000.0,Dino De Laurentiis Company,United States,David Cronenberg,Drama,20766616.0,The Dead Zone,R,1983-10-21,103.0,7.2,Christopher Walken,65000.0,Jeffrey Boam,1983
27500000.0,United Artists,United Kingdom,John Glen,Action,67893619.0,Octopussy,PG,1983-06-10,131.0,6.5,Roger Moore,98000.0,George MacDonald Fraser,1983
3500000.0,Unity Productions,United States,Noel Black,Comedy,14049540.0,Private School,R,1983-07-29,89.0,5.3,Phoebe Cates,6100.0,Dan Greenburg,1983
350000.0,Atlantic Entertainment Group,United States,Martha Coolidge,Comedy,17343596.0,Valley Girl,R,1983-04-29,99.0,6.4,Nicolas Cage,14000.0,Andrew Lane,1983
10000000.0,Zoetrope Studios,United States,Francis Ford Coppola,Crime,2494480.0,Rumble Fish,R,1983-10-21,94.0,7.2,Matt Dillon,32000.0,S.E. Hinton,1983
5952000.0,Filmplan International,Canada,David Cronenberg,Horror,2120439.0,Videodrome,R,1983-02-04,87.0,7.2,James Woods,86000.0,David Cronenberg,1983
8000000.0,Paramount Pictures,United States,James L. Brooks,Comedy,108423749.0,Terms of Endearment,PG,1983-12-09,132.0,7.4,Shirley MacLaine,57000.0,Larry McMurtry,1983
10000000.0,Amblin Entertainment,United States,Directors,Horror,29450919.0,Twilight Zone: The Movie,PG,1983-06-24,101.0,6.5,Dan Aykroyd,34000.0,John Landis,1983
36000000.0,TaliaFilm II Productions,United Kingdom,Irvin Kershner,Action,55432841.0,Never Say Never Again,PG,1983-10-07,134.0,6.2,Sean Connery,63000.0,Kevin McClory,1983
3300000.0,Metro-Goldwyn-Mayer (MGM),United States,Bob Clark,Comedy,20653717.0,A Christmas Story,PG,1983-11-18,93.0,7.9,Peter Billingsley,134000.0,Jean Shepherd,1983
5000000.0,Sunn Classic Pictures,United States,Lewis Teague,Horror,21156152.0,Cujo,R,1983-08-12,93.0,6.1,Dee Wallace,41000.0,Stephen King,1983
22000000.0,Warner Bros.,United States,Clint Eastwood,Action,67642693.0,Sudden Impact,R,1983-12-09,117.0,6.6,Clint Eastwood,42000.0,Harry Julian Fink,1983
22000000.0,Columbia Pictures,United States,John Badham,Action,42313354.0,Blue Thunder,R,1983-05-13,109.0,6.4,Roy Scheider,18000.0,Dan O'Bannon,1983
7500000.0,Breathless Associates,United States,Jim McBride,Action,19910002.0,Breathless,R,1983-05-13,100.0,5.9,Richard Gere,8700.0,François Truffaut,1983
5000000.0,Universal Pictures,United States,Richard Franklin,Crime,34725000.0,Psycho II,R,1983-06-03,113.0,6.5,Anthony Perkins,25000.0,Tom Holland,1983
10000000.0,ABC Motion Pictures,United States,Mike Nichols,Biography,35615609.0,Silkwood,R,1984-01-27,131.0,7.2,Meryl Streep,19000.0,Nora Ephron,1983
5600000.0,Lucille Ball Productions,United States,Michael Chapman,Drama,17233166.0,All the Right Moves,R,1983-10-21,91.0,5.9,Tom Cruise,16000.0,Michael Kane,1983
11000000.0,Paramount Pictures,United Kingdom,Michael Mann,Drama,4218594.0,The Keep,R,1983-12-16,96.0,5.7,Scott Glenn,11000.0,F. Paul Wilson,1983
12000000.0,Ladbroke,United Kingdom,Barbra Streisand,Drama,40218899.0,Yentl,PG,1984-01-06,133.0,6.6,Barbra Streisand,13000.0,Jack Rosenthal,1983
1200000.0,Polyc International BV,United States,Ralph Bakshi,Animation,760883.0,Fire and Ice,PG,1983-08-26,81.0,6.6,Randy Norton,10000.0,Ralph Bakshi,1983
6500000.0,Seagoat Films,United Kingdom,Mel Damski,Action,4300000.0,Yellowbeard,PG,1983-06-24,96.0,6.0,Graham Chapman,7500.0,Graham Chapman,1983
9000000.0,Celandine Films,United Kingdom,Terry Jones,Comedy,14949697.0,The Meaning of Life,R,1983-03-31,107.0,7.5,John Cleese,115000.0,Graham Chapman,1983
457000.0,Aries Cinematográfica Argentina,United States,James Sbardellati,Action,11919250.0,Deathstalker,R,1983-06-16,80.0,4.6,Rick Hill,4600.0,Howard R. Cohen,1983
6500000.0,Astral Bellevue Pathé,Canada,Bob Clark,Comedy,33759266.0,Porky's II: The Next Day,R,1983-06-24,98.0,5.0,Dan Monahan,11000.0,Roger Swaybill,1983
19000000.0,Walt Disney Productions,United States,Jack Clayton,Fantasy,8400000.0,Something Wicked This Way Comes,PG,1983-04-29,95.0,6.8,Jason Robards,8600.0,Ray Bradbury,1983
12000000.0,The Ladd Company,United States,Bob Fosse,Biography,6472990.0,Star 80,R,1984-02-03,103.0,6.7,Mariel Hemingway,6000.0,Teresa Carpenter,1983
15000000.0,Eagle Associates.,United States,Michael Apted,Crime,15856028.0,Gorky Park,R,1983-12-16,128.0,6.7,William Hurt,13000.0,Martin Cruz Smith,1983
5000000.0,1818 Productions,United States,Steve Carver,Action,12232628.0,Lone Wolf McQuade,PG,1983-04-15,107.0,6.3,Chuck Norris,11000.0,B.J. Nelson,1983
7000000.0,Tiberius Film Productions,Canada,Curtis Hanson,Comedy,1246141.0,Losin' It,R,1983-04-22,100.0,4.9,Tom Cruise,4200.0,Bill Norton,1983
800000.0,Millenium,Canada,Rafal Zielinski,Comedy,2082215.0,Screwballs,R,1983-04-01,80.0,4.7,Peter Keleghan,3000.0,Linda Shayne,1983
15000000.0,JF Productions,United States,Douglas Trumbull,Sci-Fi,10219460.0,Brainstorm,PG,1983-06-30,106.0,6.4,Christopher Walken,11000.0,Bruce Joel Rubin,1983
3000000.0,Adams Apple Film Company,United States,Robert Vincent O'Neil,Action,17488564.0,Angel,R,1984-01-13,94.0,5.7,Cliff Gorman,2900.0,Robert Vincent O'Neil,1983
4520000.0,Cannon Films,United States,J. Lee Thompson,Crime,7175592.0,10 to Midnight,R,1983-03-11,101.0,6.3,Charles Bronson,7200.0,William Roberts,1983
14500000.0,Paramount Pictures,United States,Ted Kotcheff,Action,30503151.0,Uncommon Valor,R,1983-12-16,105.0,6.4,Gene Hackman,9300.0,Joe Gayton,1983
250000.0,Hickmar Productions,United States,Howard Avedis,Horror,4319001.0,Mortuary,R,1983-06-02,93.0,5.2,Mary Beth McDonough,1900.0,Howard Avedis,1983
25000000.0,Cabal Film,United Kingdom,Andrew V. McLaglen,Adventure,1402962.0,Sahara,PG,1984-03-02,111.0,5.0,Brooke Shields,1500.0,Menahem Golan,1983
14000000.0,Twentieth Century Fox,United States,John Herzfeld,Comedy,23646952.0,Two of a Kind,PG,1983-12-16,88.0,4.7,John Travolta,3900.0,John Herzfeld,1983
1250000.0,Heat GBR,United States,Paul Nicholas,Action,6149983.0,Chained Heat,R,1983-05-27,95.0,5.0,Linda Blair,2100.0,Aaron Butler,1983
14400000.0,Columbia Pictures,United States,Lamont Johnson,Action,16478265.0,Spacehunter: Adventures in the Forbidden Zone,PG,1983-05-20,90.0,5.5,Peter Strauss,5500.0,Stewart Harding,1983
19000000.0,City Films,United States,Brian G. Hutton,Adventure,28445927.0,High Road to China,PG,1983-03-18,105.0,6.1,Tom Selleck,5100.0,Jon Cleary,1983
8000000.0,Nelvana,Canada,Clive Smith,Animation,30379.0,Rock & Rule,PG,1987-07-24,77.0,6.5,Don Francks,3400.0,Patrick Loubert,1983
2500000.0,Cannon Films Inc.,Italy,Luigi Cozzi,Adventure,10676194.0,Hercules,PG,1983-08-26,98.0,4.0,Lou Ferrigno,3600.0,Luigi Cozzi,1983
9500000.0,Cinema '84,United States,Roger Spottiswoode,Drama,5696391.0,Under Fire,R,1983-10-21,128.0,7.0,Nick Nolte,7200.0,Ron Shelton,1983
6000000.0,De Laurentiis Entertainment Group (DEG),Mexico,Richard Fleischer,Horror,6333135.0,Amityville 3-D,PG,1983-11-18,105.0,4.1,Tony Roberts,6000.0,David Ambrose,1983
6500000.0,Osterman Weekend Associates,United States,Sam Peckinpah,Action,6486797.0,The Osterman Weekend,R,1983-11-04,103.0,5.9,Rutger Hauer,8200.0,Robert Ludlum,1983
700000.0,Cannon Films,United States,Sam Firstenberg,Action,13168027.0,Revenge of the Ninja,R,1983-06-16,90.0,6.1,Shô Kosugi,4700.0,James R. Silke,1983
9000000.0,Brooksfilms,United States,Alan Johnson,Comedy,13030214.0,To Be or Not to Be,PG,1983-12-16,107.0,6.8,Mel Brooks,10000.0,Thomas Meehan,1983
8000000.0,Golan-Globus Productions,United Kingdom,Michael Winner,Adventure,724912.0,The Wicked Lady,R,1983-10-28,98.0,4.7,Faye Dunaway,1100.0,Leslie Arliss,1983
4000000.0,Warner Bros.,Canada,George P. Cosmatos,Horror,1080470.0,Of Unknown Origin,R,1983-11-24,88.0,6.1,Peter Weller,2900.0,Chauncey G. Parker III,1983
11000000.0,United Artists,United Kingdom,Blake Edwards,Comedy,4491986.0,Curse of the Pink Panther,PG,1983-08-12,109.0,4.3,David Niven,5700.0,Blake Edwards,1983
8000000.0,RKO Pictures,United States,Joel Schumacher,Action,16134627.0,D.C. Cab,R,1983-12-16,100.0,5.5,Max Gail,4400.0,Topper Carew,1983
11800000.0,World Film Services,United Kingdom,John Mackenzie,Drama,5997566.0,Beyond the Limit,R,1983-06-30,104.0,5.7,Michael Caine,1200.0,Graham Greene,1983
12000000.0,Rastar Films,United States,Michael Ritchie,Comedy,14000000.0,The Survivors,R,1983-06-22,103.0,5.8,Walter Matthau,4700.0,Michael Leeson,1983
5000000.0,Harold Robbins International Company,United States,Peter Sasdy,Drama,1223200.0,The Lonely Lady,R,1983-06-30,92.0,3.0,Pia Zadora,938.0,Harold Robbins,1983
19000000.0,Delphi Films,United States,Blake Edwards,Comedy,10964740.0,The Man Who Loved Women,R,1983-12-16,110.0,5.3,Burt Reynolds,2200.0,Blake Edwards,1983
6000000.0,Universal Pictures,United States,Joseph Sargent,Horror,6670680.0,Nightmares,R,1983-06-09,99.0,5.8,Cristina Raines,3000.0,Christopher Crowe,1983
10000000.0,Warner Bros.,United States,William Friedkin,Comedy,10369581.0,Deal of the Century,PG,1983-11-04,99.0,4.6,Chevy Chase,3600.0,Paul Brickman,1983
5000000.0,Universal Pictures,United States,Jeff Kanew,Action,1262691.0,Eddie Macon's Run,PG,1983-03-25,95.0,5.7,Kirk Douglas,1100.0,James McLendon,1983
3000000.0,Double Play,United States,John Sayles,Comedy,1867792.0,Baby It's You,R,1983-03-04,105.0,6.3,Rosanna Arquette,1700.0,Amy Robinson,1983
550000.0,Millenium,United States,Amy Holden Jones,Drama,5269990.0,Love Letters,R,1984-04-27,88.0,5.9,Jamie Lee Curtis,701.0,Amy Holden Jones,1983
5500000.0,D & P Productions,United States,Allan Arkush,Comedy,1645711.0,Get Crazy,R,1983-08-05,92.0,6.7,Malcolm McDowell,1100.0,Danny Opatoshu,1983
12000000.0,Phillips Whitehouse Productions,New Zealand,Ferdinand Fairfax,Action,1963756.0,Nate and Hayes,PG,1983-11-18,99.0,6.2,Tommy Lee Jones,2100.0,Lloyd Phillips,1983
220000.0,Seventh Avenue Films,United States,William Olsen,Comedy,975414.0,Getting It on,R,-8-1983,96.0,3.7,Martin Yost,208.0,William Olsen,1983
300000.0,Winwood Productions,United States,John Sayles,Drama,1530839.0,Lianna,R,1983-06-08,110.0,6.8,Linda Griffiths,1600.0,John Sayles,1983
10100000.0,The Ladd Company,United States,Marshall Brickman,Comedy,10171304.0,Lovesick,PG,1983-02-18,95.0,5.2,Dudley Moore,747.0,Marshall Brickman,1983
8000000.0,Englander Productions,Canada,Donald Shebib,Biography,3000000.0,Running Brave,PG,1983-11-04,106.0,6.7,Robby Benson,659.0,Henry Bean,1983
5000000.0,Walt Disney Productions,United States,Michael Tuchner,Comedy,4304286.0,Trenchcoat,PG,1983-03-11,91.0,5.3,Margot Kidder,456.0,Jeffrey Price,1983
50000.0,Charles Burnett Productions,United States,Charles Burnett,Drama,26177.0,My Brother's Wedding,Not Rated,-3-1985,115.0,7.2,Everett Silas,826.0,Charles Burnett,1983
6400000.0,Cinema '84,United Kingdom,James Cameron,Action,78371200.0,The Terminator,R,1984-10-26,107.0,8.0,Arnold Schwarzenegger,812000.0,James Cameron,1984
40000000.0,Dino De Laurentiis Company,United States,David Lynch,Action,30925690.0,Dune,PG-13,1984-12-14,137.0,6.5,Kyle MacLachlan,132000.0,Frank Herbert,1984
30000000.0,Columbia Pictures,United States,Ivan Reitman,Action,296187079.0,Ghostbusters,PG,1984-06-08,105.0,7.8,Bill Murray,365000.0,Dan Aykroyd,1984
8000000.0,Columbia Pictures,United States,John G. Avildsen,Action,91119319.0,The Karate Kid,PG,1984-06-22,126.0,7.3,Ralph Macchio,205000.0,Robert Mark Kamen,1984
30000000.0,The Ladd Company,Italy,Sergio Leone,Crime,5473212.0,Once Upon a Time in America,R,1984-06-01,229.0,8.4,Robert De Niro,321000.0,Harry Grey,1984
4500000.0,The Ladd Company,United States,Hugh Wilson,Comedy,81198894.0,Police Academy,R,1984-03-23,96.0,6.7,Steve Guttenberg,118000.0,Neal Israel,1984
28000000.0,Paramount Pictures,United States,Steven Spielberg,Action,333107271.0,Indiana Jones and the Temple of Doom,PG,1984-05-23,118.0,7.5,Harrison Ford,459000.0,Willard Huyck,1984
10000000.0,Columbia Pictures,United States,Brian De Palma,Crime,8801940.0,Body Double,R,1984-10-26,114.0,6.8,Craig Wasson,30000.0,Robert J. Avrech,1984
1800000.0,New Line Cinema,United States,Wes Craven,Horror,25507137.0,A Nightmare on Elm Street,R,1984-11-16,91.0,7.5,Heather Langenkamp,212000.0,Wes Craven,1984
18000000.0,AMLF,United States,Milos Forman,Biography,52066791.0,Amadeus,PG,1984-06-19,160.0,8.3,F. Murray Abraham,377000.0,Peter Shaffer,1984
14000000.0,Paramount Pictures,United States,Martin Brest,Action,316360478.0,Beverly Hills Cop,R,1984-12-05,105.0,7.3,Eddie Murphy,171000.0,Daniel Petrie Jr.,1984
17000000.0,United Artists,United States,John Milius,Action,38376497.0,Red Dawn,PG-13,1984-08-10,114.0,6.4,Patrick Swayze,53000.0,Kevin Reynolds,1984
27000000.0,Constantin Film,West Germany,Wolfgang Petersen,Adventure,20251411.0,The NeverEnding Story,PG,1984-07-20,102.0,7.4,Noah Hathaway,135000.0,Wolfgang Petersen,1984
8200000.0,Paramount Pictures,United States,Herbert Ross,Drama,80039064.0,Footloose,PG,1984-02-17,107.0,6.6,Kevin Bacon,73000.0,Dean Pitchford,1984
8000000.0,Twentieth Century Fox,United States,Jeff Kanew,Comedy,40874452.0,Revenge of the Nerds,R,1984-08-10,90.0,6.6,Robert Carradine,50000.0,Tim Metcalfe,1984
11000000.0,Warner Bros.,United States,Joe Dante,Comedy,153633143.0,Gremlins,PG,1984-06-08,106.0,7.3,Zach Galligan,204000.0,Chris Columbus,1984
10000000.0,Twentieth Century Fox,Mexico,Robert Zemeckis,Action,86572238.0,Romancing the Stone,PG,1984-03-30,106.0,6.9,Michael Douglas,86000.0,Diane Thomas,1984
14500000.0,Universal Pictures,United States,Walter Hill,Action,8089290.0,Streets of Fire,PG,1984-06-01,93.0,6.7,Michael Paré,19000.0,Walter Hill,1984
6500000.0,Universal Pictures,United States,John Hughes,Comedy,23686027.0,Sixteen Candles,PG,1984-05-04,93.0,7.0,Molly Ringwald,108000.0,John Hughes,1984
2500000.0,Spinal Tap Prod.,United States,Rob Reiner,Comedy,4736202.0,This Is Spinal Tap,R,1984-03-02,82.0,7.9,Rob Reiner,132000.0,Christopher Guest,1984
9000000.0,Kingsmere Properties,United Kingdom,Jim Abrahams,Comedy,20458340.0,Top Secret!,PG,1984-06-08,90.0,7.2,Val Kilmer,62000.0,Jim Abrahams,1984
18000000.0,Dino De Laurentiis Company,United States,Richard Fleischer,Action,31042035.0,Conan the Destroyer,PG,1984-06-29,103.0,5.9,Arnold Schwarzenegger,77000.0,Robert E. Howard,1984
800000.0,Hal Roach Studios,United States,Fritz Kiersch,Horror,14568989.0,Children of the Corn,R,1984-03-09,92.0,5.6,Peter Horton,49000.0,Stephen King,1984
15000000.0,Lorimar Film Entertainment,United States,Nick Castle,Action,28733290.0,The Last Starfighter,PG,1984-07-13,101.0,6.8,Lance Guest,39000.0,Jonathan R. Betuel,1984
8000000.0,Touchstone Pictures,United States,Ron Howard,Comedy,69821334.0,Splash,PG,1984-03-09,111.0,6.3,Tom Hanks,71000.0,Brian Grazer,1984
1500000.0,River Road Productions,United States,Joel Coen,Crime,4228292.0,Blood Simple,R,1985-01-18,99.0,7.6,John Getz,91000.0,Joel Coen,1984
28000000.0,TriStar Pictures,United States,Barry Levinson,Drama,47951979.0,The Natural,PG,1984-05-11,138.0,7.5,Robert Redford,46000.0,Bernard Malamud,1984
5000000.0,Bachelor Party Productions,United States,Neal Israel,Comedy,38435947.0,Bachelor Party,R,1984-06-29,105.0,6.3,Tom Hanks,36000.0,Bob Israel,1984
2600000.0,Paramount Pictures,United States,Joseph Zito,Horror,32980880.0,Friday the 13th: the Final Chapter,R,1984-04-13,91.0,6.0,Erich Anderson,47000.0,Victor Miller,1984
